06.23.;lt;Rūtilė Vaidas Arvydas Agripina Zenonas Vaida Ligitas Vanda Ligita
06.23.;ee;Kalev Malev Malvo
06.24.;lv;Jānis
06.24.;lt;Janina Jonas Eivilitė Eivilitas Eiviltas
06.24.;ee;Annes Ants Hannes Hans Jaan Jan Janno Johan Johannes Juhan Juho Jukk Juss Kanek
06.25.;lv;Milija Maiga
06.25.;lt;Vilius Geisvydas Geisvyda Vilhelmas Geistautas Geistautė Baniutė Epika
06.25.;ee;Inna Lenna Linda
06.26.;lv;Ausma Inguna Ingūna Inguns Ausmis
06.26.;lt;Jaunius Povilas Viltautė Virgilijus Jaunutis Paulius
06.26.;ee;Manivald Vaane Vaano Vaino Vane Vanevald
06.27.;lv;Malvīne Malvis
06.27.;lt;Ema Norgailė Gediminas Vladislovas Vladas Kirilas
06.27.;ee;Elfi Elfriide Elva Elve Elvi Elviira Viire
06.28.;lv;Viesturs Kitija Viestards
06.28.;lt;Gaudrė Irenėjus Tulgedas
06.28.;ee;Leo Leopold
06.29.;lv;Pēteris Pāvils Pauls Paulis
06.29.;lt;Benita Gedrimė Mantigirdas Petras Povilas Paulius
06.29.;ee;Peedo Peedu Peep Peet Peeter
06.30.;lv;Tālivaldis Mareks
06.30.;lt;Tautginas Novilė Emilija Liucina Adelė Otonas Otas
06.30.;ee;Helend Päivo Päivu
07.01.;lv;Imants Rimants Ingars Intars
07.01.;lt;Julijus Julius Liepa Tautrimas
07.01.;ee;Eha Ehala Hämarik
07.02.;lv;Lauma Ilvars Halina
07.02.;lt;Martys Martinijonas Marijonas Gantautė Jotvingas
07.02.;ee;Milve Milvi
07.03.;lv;Benita Everita Verita Emerita
07.03.;lt;Anatolijus Leonas Vaidilas Liaudmina Tomas
07.03.;ee;Arvo Aulik
07.04.;lv;Ulvis Uldis Sandis Sandijs
07.04.;lt;Malvina Teodoras Gedgailė Ulrikas Berta Skalvis Elžbieta
07.04.;ee;Virgo Virmo Virvo
07.05.;lv;Andžs Andžejs Edīte Esmeralda
07.05.;lt;Butginas Filomena Antanas Karolina Mantmilė
07.05.;ee;Kaja Kajar
07.06.;lv;Anrijs Arkādijs
07.06.;lt;Nervilas Nerilė Nervilė Nerilis Marija Nervydas Ginvilė Dominyka Domė Mindaugas
07.06.;ee;Sulev Sulo
07.07.;lv;Alda Maruta
07.07.;lt;Sangailas Astijus Sangaudas Elita Vilgailė Estera
07.07.;ee;Koidu Koidula
07.08.;lv;Antra Adele Ada
07.08.;lt;Arentas Arnas Vaitautas Elžbieta Virga Valmantė Arnoldas Virginija Elzė
07.08.;ee;Eleonoora Ellinor Leonoora Loora Loore Noora Nora
07.09.;lv;Zaiga Asne Asna
07.09.;lt;Marcė Vera Leonardas Marcelina Veronika Algirdas Algirdė
07.09.;ee;Aive Aivi
07.10.;lv;Lija Olīvija Olivers Odrija
07.10.;lt;Gilvainas Rufina Prudencija Amalija Eirimė
07.10.;ee;Saima Saime Saimi
07.11.;lv;Leonora Svens
07.11.;lt;Benediktas Kipras Vilmantas Šarūnė Pijus
07.11.;ee;Asko Askur
07.12.;lv;Indriķis Ints Namejs
07.12.;lt;Bonifacas Brunonas Sigisbertas Margiris Vyliaudė Izabelė Sigitas
07.12.;ee;Armand Härm Härmel Härmo Herman Hermann Hermo
07.13.;lv;Margrieta Margarita
07.13.;lt;Anys Ridijus Rydas Ryda Rida Ridas Meinardas Ridija Anakletas Eugenijus Henrikas Arvilas Arvilė
07.13.;ee;Greta Grete Kreet Kreeta Mare Maret Mareta Margareeta Marge Margit Marit Marita Meeta Reeda Reet
07.14.;lv;Oskars Ritvars Anvars
07.14.;lt;Eigilė Vydas Kamilas Libertas
07.14.;ee;Joel Joosua
07.15.;lv;Egons Egmonts Egija Henriks Heinrihs
07.15.;lt;Gerimantė Henrikas Rozalija Mantas Rožė Bonaventūras Herkus
07.15.;ee;Ragne Raina Raine Raini
07.16.;lv;Hermīne Estere Liepa
07.16.;lt;Marija Vaigaudas Danguolė Faustas
07.16.;ee;Rein Reinhold Reino Reinu Reinut Rinaldo Ronald
07.17.;lv;Aleksis Aleksejs Alekss
07.17.;lt;Girėnas Vaiga Magdalena Darius Aleksas
07.17.;ee;Meeme Meemo
07.18.;lv;Rozālija Roze
07.18.;lt;Ervinas Kamilis Eimantė Tautvilas Fridrikas Arnoldas Arnas Arentas
07.18.;ee;Eerika Erika
07.19.;lv;Jautrīte Kamila Digna Sāra
07.19.;lt;Aurėja Galigantas Mantigailė Vincentas Vincas Auksė
07.19.;ee;Saara Saare Saari Salli
07.20.;lv;Ritma Ramona
07.20.;lt;Alvydas Alvyda Jeronimas Elijas Česlovas Aurelijus Vismantė
07.20.;ee;Elias Erland Liias
07.21.;lv;Meldra Meldris Melisa
07.21.;lt;Rimvydas Rimvydė Danielius Laurynas Lionginas
07.21.;ee;Tambet Tulev
07.22.;lv;Marija Marika Marina
07.22.;lt;Mantilė Dalius Magdalena
07.22.;ee;Leen Leena Leeni Made Madli Magda Magdaleena Mall Malle
07.23.;lv;Magda Magone Mērija Magdalēna
07.23.;lt;Apolinaras Tarvilas Gilmina Brigita Romula Roma Saida Saidas
07.23.;ee;Saida Seida Senta Siina
07.24.;lv;Kristīne Kristīna Krista Kristiāna Kristiāns
07.24.;lt;Dargvilė Kristupas Kristina Kristoforas Kunigunda Dargvilas
07.24.;ee;Kersti Kerstin Kirsti Krista Kristel Kristi Kristiina Kristin Kristina Rista Riste
07.25.;lv;Jēkabs Žaklīna
07.25.;lt;Jokūbas Aušrinė Kristoforas Kristupas Kargaudas
07.25.;ee;Jaagup Jaak Jaako Jaap Jako Jakob Jass
07.26.;lv;Anna Ance Annija
07.26.;lt;Daugintas Eigirdė Anna Aneta Ana Joakimas Ona Jokimas
07.26.;ee;Anete Anita Ann Anna Anne Anneli Anni Annika Anu
07.27.;lv;Marta Dita Dite
07.27.;lt;Natalija Panteleonas Žintautas Svalia Sergijus
07.27.;ee;Marta Marve Marvi
07.28.;lv;Cecīlija Cilda
07.28.;lt;Augmina Vytaras Nazarijus Inocentas Ada Nazaras Vytas
07.28.;ee;Maasika Vaarika
07.29.;lv;Edmunds Edžus Vidmants
07.29.;lt;Mantvydė Mantvydas Simplicijus Laimis Morta Feliksas Faustinas Beatričė
07.29.;ee;Olaf Olav Olavi Olev
07.30.;lv;Valters Renārs Regnārs
07.30.;lt;Donatilė Nortautas Radvilė Abdonas
07.30.;ee;Kerman Kermo Roland
07.31.;lv;Rūta Ruta Angelika Sigita
07.31.;lt;Elena Ignacas Sanginas Vykintė Ignotas
07.31.;ee;Ave Meevi
08.01.;lv;Albīns Albīna
08.01.;lt;Bartautas Bartautė Almeda
08.01.;ee;Maira Maire Mairi Maris
08.02.;lv;Normunds Stefans
08.02.;lt;Alfonsas Gustavas Guoda Tautvilas Steponas Euzebijus
08.02.;ee;Helger Helgo Holger Olger
08.03.;lv;Augusts
08.03.;lt;Lidija Mangirdas Lengvinė Augustė
08.03.;ee;Kaljo Kalju
08.04.;lv;Romāns Romualds Romualda
08.04.;lt;Dominykas Milgedė Gerimantas
08.04.;ee;Veera Veronika Veroonika
08.05.;lv;Osvalds Arvils
08.05.;lt;Felicisimas Nona Rimtas Mintarė Osvaldas Paris Vilija
08.05.;ee;Salme Salmi
08.06.;lv;Askolds Aisma
08.06.;lt;Daiva Bylotas
08.06.;ee;Laina Laine Lainela Laini Laive Laivi
08.07.;lv;Alfrēds Madars Fredis
08.07.;lt;Jogilė Klaudija Jogailė Drąsutis Kajetonas Donatas Sikstas
08.07.;ee;Hiljar Hiljo Vaido Vaigo Vaiko
08.08.;lv;Mudīte Vladislavs Vladislava
08.08.;lt;Dominykas Tulgirdas Daina Elidijus Gustavas
08.08.;ee;Silva Silve Silvi Silvia
08.09.;lv;Madara Genoveva Genovefa
08.09.;lt;Rolanda Rolana Romas Tarvilė Rolandas Mintaras Romanas
08.09.;ee;Deboora Imma Melita Mesike
08.10.;lv;Brencis Audris Inuta Audra
08.10.;lt;Laurynas Asterija Laima Astra Norimantas
08.10.;ee;Laar Laur Lauri Laurits Lauro
08.11.;lv;Olga Zita Liega Zigita
08.11.;lt;Severas Klara Ligija Filomena Zuzana Visalgas Visvilė
08.11.;ee;Sanna Sanne Susanna Suusi
08.12.;lv;Vizma Klāra
08.12.;lt;Radė Radegunda Laimonas Laimona Klara
08.12.;ee;Klaara Klaarika
08.13.;lv;Elvīra Velga Rēzija
08.13.;lt;Diana Ipolitas Gilvilė Naglis Kasijonas Poncijonas
08.13.;ee;Teedo Teedu Teet Teetlev Teeto
08.14.;lv;Zelma Zemgus Virma
08.14.;lt;Maksimilijonas Guostė Grintautas Euzebijus
08.14.;ee;Gisella Svea
08.15.;lv;Zenta Dzelde Zelda
08.15.;lt;Rugilė Napalys Sigita Napoleonas Vydenė Visvilas
08.15.;ee;Hanna Jaana Jaanika Jana Janika Janne Jenny Johanna Nanna
08.16.;lv;Astra Astrīda
08.16.;lt;Butvydas Rokas Alvita Jokimas
08.16.;ee;Aulis Aurel Kuldar Kullar Kullo
08.17.;lv;Vineta Oļegs
08.17.;lt;Jacintas Mažvilė Saulenis Hiacintas Jackus
08.17.;ee;Saamo Saamu Saamuel
08.18.;lv;Liene Helēna Elena Ellena Liena
08.18.;lt;Ilona Elena Mantautas Gendvilė
08.18.;ee;Elina Heleene Helen Helena Helene Hell Hella Helle Hellen Helli Ilona
08.19.;lv;Melānija Imanta
08.19.;lt;Balys Emilija Argaudas Tolvina Boleslovas
08.19.;ee;Maano Maanus Magnus Mango Mauno
08.20.;lv;Bernhards Boriss Rojs
08.20.;lt;Nemunas Bernardas Tolvinas Neringa
08.20.;ee;Benno Bernhard Päärn Pääro Pärn Pärno Pearn Pearu
08.21.;lv;Janīna Linda
08.21.;lt;Joana Linda Medeinė Gaudvydas Pijus Kazimiera
08.21.;ee;Sven Sveno
08.22.;lv;Rudīte Everts
08.22.;lt;Rimantė Ipolitas Zygfridas Karijotas
08.22.;ee;Iivo Ivalo Ivar Ivari Ivo
08.23.;lv;Vitālijs Ralfs Valgudis
08.23.;lt;Girmantas Pilypas Rožė Tautgailė
08.23.;ee;Signe Singe
08.24.;lv;Bērtulis Boļeslavs
08.24.;lt;Baltrus Alicija Rasuolė Viešvilas Michalina Mykolė Baltramiejus
08.24.;ee;Albert Berta Pärt Pärtel
08.25.;lv;Ludvigs Ludis Ivonna Patrīcija Patriks
08.25.;lt;Liudas Juozapas Liudvikas Patricija Liucilė Mangailė Mangailas
08.25.;ee;Tauno Tunne
08.26.;lv;Natālija Tālija Broņislavs Broņislava
08.26.;lt;Vilandas Zefirinas Gailius Algintė Aleksandras Kazimieras Gailutis
08.26.;ee;Hilma Ilma Ilmatar Ilme Ilmi
08.27.;lv;Žanis Jorens Alens
08.27.;lt;Monika Tolvydas Aušrinė Cezarijus
08.27.;ee;Maime Maimi Maimo Maimu
08.28.;lv;Auguste Guste
08.28.;lt;Steigvilė Augustina Tarvilas
08.28.;ee;August Gustav Kustas Kustav Kusti Kusto
08.29.;lv;Armīns Vismants Aiga
08.29.;lt;Beatričė Sabina Barvydas Gaudvydė
08.29.;ee;Õnne Õnnela
08.30.;lv;Alvis Jolanta Samanta
08.30.;lt;Vesta Rozita Feliksas Kintenis Augūna Adauktas Gaudencija Laimis Rosita Joris
08.30.;ee;Emil Meljo Mello Miljo
08.31.;lv;Vilma Aigars
08.31.;lt;Vilmantė Izabelė Raimundas Raimunda Vilmantas Raimondas
08.31.;ee;Arved Arvi Arvid
09.01.;lv;Ilmārs Iluta Austrums
09.01.;lt;Egidijus Verena Gytautas Burvilė Gytis
09.01.;ee;Ülar Ülari Ülev Üllar Üllart Üllas Üllo Ülo
09.02.;lv;Elīza Lizete Zete
09.02.;lt;Vilgaudė Steponas Vilgaudas Protenis Ingrida
09.02.;ee;Maive Maivi Taive Taivi
09.03.;lv;Berta Bella
09.03.;lt;Bronislava Mirga Sirtautas Grigalius Bronislova Berta Bronislovas
09.03.;ee;Solveig Veegi
09.04.;lv;Dzintra Dzintara Dzintars
09.04.;lt;Germina Rožė Ida Germantė Girstautas Rozalija
09.04.;ee;Priide Priidika Priidla
09.05.;lv;Klaudija Persijs Vaida
09.05.;lt;Dingailė Erdenis Stanislava Laurynas Stasė Justina
09.05.;ee;Preedik Priidik Priido Priidu Priit Reedik Vidrik
09.06.;lv;Maigonis Magnuss Mariuss
09.06.;lt;Tautenė Vaištautas Faustas Beata
09.06.;ee;Aiki Angela Angelika Ingel
09.07.;lv;Regīna Ermīns
09.07.;lt;Regina Klodoaldas Palmyra Pulcherija Falmira Palmira Bartė Bartas Klodas
09.07.;ee;Regiina Reina
09.08.;lv;Ilga
09.08.;lt;Klementina Daumantė Liaugaudas Marija Adrijonas
09.08.;ee;Mariann Marianna Marianne
09.09.;lv;Bruno Telma
09.09.;lt;Argintas Sonata Ramutė Sergijus Serapina
09.09.;ee;Taidi Taima Taimi
09.10.;lv;Jausma Albertīne
09.10.;lt;Kostė Dionyzas Konstancija Mikalojus Salvijus Tautgirdas Girmintė
09.10.;ee;Lembe Lembi Lemme Lemmi
09.11.;lv;Signe Signija
09.11.;lt;Jacintas Hiacintas Gytautė Jackus Gytė Helga Augantas
09.11.;ee;Aalo Aleks Aleksander Sander Sanno Sass
09.12.;lv;Erna Evita Eva
09.12.;lt;Gvidas Marija Tolvaldas Vaidmantė
09.12.;ee;Meeli Meelike Meila Meili Melanie Mella Melli
09.13.;lv;Iza Izabella
09.13.;lt;Barvydė Barmantas
09.13.;ee;Ervi Ervin Ervo
09.14.;lv;Sanita Santa Sanda Sanija Sandija
09.14.;lt;Eisvinas Santa Sanija Sanita Eisvina Krescencijus Krescencija
09.14.;ee;Raimo Raimond Raimu Raimund Reimo Reimu
09.15.;lv;Sandra Gunvaldis Gunvaris Sondra
09.15.;lt;Vismantas Eugenija Rimgailė Nikodemas Rolandas
09.15.;ee;Kulmo Kulno Kurmo Kuulo
09.16.;lv;Asja Asnate Dāgs
09.16.;lt;Rimgaudas Kipras Jogintė Kornelijus Kiprijonas Eufemija Kamilė Edita Liudmila
09.16.;ee;Aila Aile Aili Alice Aliise
09.17.;lv;Vera Vaira Vairis Vaiva
09.17.;lt;Pranas Robertas Sintautas Sintautė Pranciškus
09.17.;ee;Hilda Hildegard Hille Hilli Ille Illi
09.18.;lv;Liesma Elita Alita
09.18.;lt;Stefa Elita Galmantė Stefanija Juozapas Mingailas Stanislovas
09.18.;ee;Tiido Tiidrik Tiidu Tiit
09.19.;lv;Verners Muntis
09.19.;lt;Vytė Januarijus Arnulfas Vilė Vilhelmina Girvinas
09.19.;ee;Erna Marna
09.20.;lv;Guntra Ginters Marianna
09.20.;lt;Vainora Kolumba Fausta Vainoras Tautgirdė Eustachijus
09.20.;ee;Kaubi Kaupo
09.21.;lv;Modris Matīss Mariss
09.21.;lt;Viskintė Mantvilas Matas
09.21.;ee;Lembit Lembitu Lembo Lemmert Lemmik Lemmo
09.22.;lv;Māris Mārica Maigurs
09.22.;lt;Virmantė Tarvinas Mauricijus Tomas
09.22.;ee;Marvo Maur Mauri Maurits
09.23.;lv;Vanda Veneranda Venija
09.23.;lt;Lina Linas Teklė Galintas Galintė Linė
09.23.;ee;Diana Dolores Tekla
09.24.;lv;Agris Agrita
09.24.;lt;Gerardas Gedvinas Gedvinė
09.24.;ee;Alvar Alver Alvo
09.25.;lv;Rodrigo Rauls
09.25.;lt;Vladislovas Kleopas Vaigintas Ramvydė Aurelija
09.25.;ee;Ago Agu Agur Ako Koido Koit
09.26.;lv;Gundars Kurts Knuts
09.26.;lt;Kipras Justina Gražina Vydenis Damijonas Justė
09.26.;ee;Valve Valvi Velve Vilve Vilvi
09.27.;lv;Ādolfs Ilgonis
09.27.;lt;Adalbertas Damijonas Daugilė Kovaldas Vincentas
09.27.;ee;Elo Loone Õrne
09.28.;lv;Sergejs Svetlana Lana
09.28.;lt;Vacys Vientautė Saliamonas Tautvydas Vaclovas Lana Svetlana
09.28.;ee;Lennart Lenno Leonhard Linnar Linnart
09.29.;lv;Miķelis Mikus Miks Mihails Jumis
09.29.;lt;Mykolė Gabrielius Mykolas Rapolas Michalina Kęsgailė Kęsgailas
09.29.;ee;Mihkel Miikael Mikk Miko Miku
09.30.;lv;Elma Menarda Elna
09.30.;lt;Jeronimas Žymantas Bytautė Zofija Sofija
09.30.;ee;Kaur Kauri Tauri
10.01.;lv;Zanda Lāsma Zandis
10.01.;lt;Emanuelis Remigijus Teresė Mantas Mintė Benigna Arielis Arielė Arielius
10.01.;ee;Ragnar Rain Rainer Raino Rauno Reinhard
10.02.;lv;Ilma Skaidris
10.02.;lt;Getautė Eidvilas Modestas
10.02.;ee;Leela Leeli Leelo
10.03.;lv;Elza Ilizana
10.03.;lt;Teresė Alanta Milgintas Kristina Evaldas
10.03.;ee;Eevald Eevo Evald Evert
10.04.;lv;Modra Francis Dmitrijs
10.04.;lt;Pranas Eivydė Mąstautas Pranciškus
10.04.;ee;Randel Rando Randolf Ranno
10.05.;lv;Amālija Amēlija
10.05.;lt;Galė Edvinas Palemonas Placidas Donata Gilda
10.05.;ee;Inga Inge Ingeborg Inger Ingi Ingrid
10.06.;lv;Monika Zilgma Zilga
10.06.;lt;Brunonas Budvydas Vytenė
10.06.;ee;Bruno Edmund
10.07.;lv;Daumants Druvvaldis
10.07.;lt;Eivina Justina Butrimas Renatas Morkus
10.07.;ee;Asso Ats Atso Hasso
10.08.;lv;Aina Anete
10.08.;lt;Aina Demetras Brigita Gaivilė Daugas Sergijus Marcelis Benedikta
10.08.;ee;Hilja Hilje Hilju
10.09.;lv;Elga Helga Elgars
10.09.;lt;Liudas Dionyzas Liudvikas Gedėtas Virgailė
10.09.;ee;Mariina Riin Riina Riine
10.10.;lv;Arvīds Arvis Druvis
10.10.;lt;Danys Pranciškus Danielius Gilvydas Butautė
10.10.;ee;Karmo Varmo Võso
10.11.;lv;Monta Tince Silva
10.11.;lt;Zinaida Rimgaudas Zina Germanas Daugvydė
10.11.;ee;Aldo Aldur Eldur Haldo Haldur Heldur
10.12.;lv;Valfrīds Kira
10.12.;lt;Ralfas Salvinas Serapinas Gantas Deimintė Rudolfas
10.12.;ee;Aare Aaro Are
10.13.;lv;Irma Mirga
10.13.;lt;Nortautas Edvardas Mintaras Nortautė Venancijus Edgaras Eduardas
10.13.;ee;Ebba Ebe Epp
10.14.;lv;Vilhelmīne Minna
10.14.;lt;Kalikstas Vincentas Mindaugas Rimvydė Fortunata
10.14.;ee;Kai Kaia Kaidi Kaie Kaili Kaisa
10.15.;lv;Eda Hedviga Helvijs
10.15.;lt;Teresė Galimintas Domantė Leonardas
10.15.;ee;Eda Ede Hädi Häidi Heda Hedi Hedvig Heidi Heivi
10.16.;lv;Daiga Dinija Dinārs
10.16.;lt;Gutautas Dovaidas Dovaidė Greta Gretė Dovaldė Ambraziejus Jadvyga Galius Aurelija Margarita
10.16.;ee;Siret Sirja Sirje
10.17.;lv;Gaits Karīna Gaitis
10.17.;lt;Ignotas Marijonas Ignacas Gytė Margarita Kintautas
10.17.;ee;Vesta Veste
10.18.;lv;Rolands Rolanda Ronalds Erlends Lūkass
10.18.;lt;Liubartas Lukas Kęsmina Vaiva
10.18.;ee;Ludvig Lui Luukas
10.19.;lv;Elīna Drosma Drosmis
10.19.;lt;Frida Povilas Paulius Akvilinas Geisvilas Kantrimė Kleopatra Laura Izaokas
10.19.;ee;Stella Tähte Tähti
10.20.;lv;Leonīds Leonīda
10.20.;lt;Irena Deimina Adelina Adelija Gedas Adelė
10.20.;ee;Jasper Kaspar Kasper
10.21.;lv;Urzula Severīns
10.21.;lt;Vilma Uršulė Hiliaras Gilanda Raitvilas
10.21.;ee;Ulla Ulrika Ursula
10.22.;lv;Īrisa Irīda Airisa
10.22.;lt;Mingedė Donatas Malvina Severinas Viltaras Severas Aliodija
10.22.;ee;Anno Annus Hanno Hannus Ihan Ihanus Jaano Jaanus
10.23.;lv;Daina Dainis Dainida
10.23.;lt;Sanginas Odilija Ramvydė
10.23.;ee;Leevi Liivi Liivia Liivika
10.24.;lv;Renāte Modrīte Mudrīte
10.24.;lt;Daugailas Gilbertas Rapolas Švitrigailė Antanas
10.24.;ee;Asmo Asmus Ermo Rasmus
10.25.;lv;Beāte Beatrise
10.25.;lt;Krizas Krizantas Švitrigaila Vaigedė Darija Inga
10.25.;ee;Raivo Riivo Veevo Viivo
10.26.;lv;Amanda Kaiva Amanta
10.26.;lt;Vita Evaristas Mingintė Liudginas Liaudginas
10.26.;ee;Aime Aimi Amanda Ami Manda
10.27.;lv;Lilita Irita Ita
10.27.;lt;Tautmilė Vincas Vincentas Ramojus Sabina
10.27.;ee;Eila Eili Häili Hälli Heili
10.28.;lv;Ņina Ninona Antoņina Oksana
10.28.;lt;Judas Gaudrimas Almantė Simonas Simas Tadas
10.28.;ee;Siim Siimo Siimon Siimu Simmo Simmu Simun
10.29.;lv;Laimonis Elvijs Elva Elvis Laimis
10.29.;lt;Ermelinda Gelgaudas Narcizas Tolvydė Violeta
10.29.;ee;Alf Alfred Fred Fredi
10.30.;lv;Nadīna Ulla Adīna
10.30.;lt;Volfas Skirvydė Skirgaila Volfgangas Darata Liucilė Edmundas
10.30.;ee;Urmas Urmet Urmo
10.31.;lv;Valts Rinalds Rinalda
10.31.;lt;Liucilė Tanvilė Mąstvilas Benignas
10.31.;ee;Ardo Ardu Arti Arto Artur
11.01.;lv;Ikars
11.01.;lt;Žygaudas Milvydė Andrius
11.01.;ee;Tiia Tiiu
11.02.;lv;Vivita Dzīle Viva
11.02.;lt;Valys Valentas Gedilė Gedartas
11.02.;ee;Hinge Hingi
11.03.;lv;Ērika Dagnija
11.03.;lt;Norvainė Vydmantas Silvija Martynas Hubertas
11.03.;ee;Kaido Kaidu Kaimar Kaimo Kairo Kaivo
11.04.;lv;Atis Otomārs Oto
11.04.;lt;Vitalijus Vitalius Vaidmina Eibartas Vitalis Agrikola Karolis Modesta
11.04.;ee;Erla Erle Herta
11.05.;lv;Šarlote Lote
11.05.;lt;Gedvydė Audangas Zacharijas Elžbieta Elzė Florijonas
11.05.;ee;Vaho Vahto Vahur
11.06.;lv;Linards Leons Leo Leonards Leonarda
11.06.;lt;Armantas Vygaudė Ašmantas Melanijus Leonardas
11.06.;ee;Aadi Aado Aadu Ado Adolf
11.07.;lv;Helma Lotārs Pērle
11.07.;lt;Ernestas Rufas Karina Gotautė Sirtautas
11.07.;ee;Kiira Kiiri Kirke
11.08.;lv;Aleksandra Agra
11.08.;lt;Svirbutas Viktorinas Gotfridas Severijonas Severinas Domantė
11.08.;ee;Nele Nella Nelli
11.09.;lv;Teodors
11.09.;lt;Estela Teodoras Skirtautė Dargintas Aurelijus Paulina
11.09.;ee;Teo Teodor Tuudor
11.10.;lv;Mārtiņš Mārcis Markuss Marks
11.10.;lt;Andrius Evelina Gelvydė Vaišviltas Leonas Andriejus
11.10.;ee;Mardi Mardo Mart Märt Märten Martin
11.11.;lv;Ojārs Rainers Nellija
11.11.;lt;Milvydė Vygintas Martynas Anastazija Nastė
11.11.;ee;Alev Elev Elvo
11.12.;lv;Kaija Kornēlija
11.12.;lt;Kristinas Juozapotas Teodoras Ašmantas Alvilė Kristina Renata
11.12.;ee;Konrad Kuno Kuuno
11.13.;lv;Eižens Jevgeņijs Jevgeņija
11.13.;lt;Norvydas Arkadijus Eirimė
11.13.;ee;Krister Kristjan Kristo Risto
11.14.;lv;Fricis Vikentijs Vincents
11.14.;lt;Saulenė Gotfridas Judita Ramantas Emilis
11.14.;ee;Alve Alvi Alviine
11.15.;lv;Leopolds Undīne Unda
11.15.;lt;Žadvydė Vaidilas Leopoldas Albertas
11.15.;ee;Vaige Vaigi Vaike Vaiki
11.16.;lv;Banga Glorija
11.16.;lt;Edmundas Margarita Vaišvydas Gerdvilė Gertrūda
11.16.;ee;Aarne Arne Arno Arnold
11.17.;lv;Hugo Uga Uģis
11.17.;lt;Dionyzas Elžbieta Grigalius Getautas Gilvilė Viktorija
11.17.;ee;Egil Egon Einar Einari Eino Heinar
11.18.;lv;Aleksandrs Doloresa Brīve
11.18.;lt;Otas Vestina Ginvydas Salomėja Otonas Romanas Ginvydė
11.18.;ee;Ilo Ilu
11.19.;lv;Elizabete Liza Līze Betija
11.19.;lt;Dainius Matilda Dainotas Rimgaudė
11.19.;ee;Betti Eliisabet Eliise Elis Els Elsa Else Ilse Liis Liisa Liisi Liisu
11.20.;lv;Anda Andīna Vigo
11.20.;lt;Vaidvilė Laimis Feliksas Jovydas
11.20.;ee;Helmar Helmer Helmo Helmu Helmur Helmut
11.21.;lv;Zeltīte Andis
11.21.;lt;Gomantas Honoratas Tomas Eibartė Honorijus Alberta Girenė Norgaudas
11.21.;ee;Pilve Pilvi
11.22.;lv;Aldis Alfons Aldris
11.22.;lt;Dargintė Steigintas Cilė Cecilija
11.22.;ee;Cecilia Säsil Silja Silje Sille
11.23.;lv;Zigrīda Zigfrīda Zigrīds
11.23.;lt;Felicita Kolumbas Orestas Klemensas Liubartė Kolumbanas Adelė Doviltas
11.23.;ee;Kleement Leemet Leemo
11.24.;lv;Velta Velda
11.24.;lt;Žybartas Gerardas Žybartė Mantvinas
11.24.;ee;Ustav Ustus
11.25.;lv;Katrīna Kate Kadrija Trīne Katrīne
11.25.;lt;Kotryna Germilė Santautas
11.25.;ee;Kaarin Kadi Kadri Kadrin Karin Katariina Kati Katre Katri Katrin Triin Triina Triinu
11.26.;lv;Konrāds Sebastians
11.26.;lt;Vygantė Silvestras Leonardas Dobilas Vygintė
11.26.;ee;Dagmar Maara Maare Tamaara
11.27.;lv;Lauris Norberts
11.27.;lt;Girdvydė Girvydė Maksimas Skomantas Virgis Virgilijus Skomantė Skalmantas
11.27.;ee;Asta Astra Astrid
11.28.;lv;Rita Vita Olita
11.28.;lt;Rimgaudas Rufas Steponas Vakarė Jokūbas
11.28.;ee;Laima Niina Raima
11.29.;lv;Ignats Virgīnija
11.29.;lt;Saturnas Saturninas Daujotas Butvydė
11.29.;ee;Edgar Egert
11.30.;lv;Andrievs Andrejs Andris
11.30.;lt;Saugardas Andriejus Saugirdė Saugirdas Andrius Dovainė
11.30.;ee;Andi Ando Andre Andreas Andres Andro Andrus Andu Anti
12.01.;lv;Arnolds Emanuels
12.01.;lt;Aleksandras Eligijus Natalija Butigeidas Algmina
12.01.;ee;Oskar Osmar Oss
12.02.;lv;Meta Sniedze
12.02.;lt;Paulina Aurelija Milmantė Svirgailas Liucijus
12.02.;ee;Aira Aire Airi
12.03.;lv;Evija Raita Jogita Ako
12.03.;lt;Ksaveras Audinga Gailintas Pranciškus
12.03.;ee;Leiger Leino
12.04.;lv;Baiba Barbara Barba
12.04.;lt;Liugailė Vainotas Osmundas Barbora
12.04.;ee;Barba Barbara Parba Varje Varju Varve
12.05.;lv;Sabīne Sarma Klaudijs
12.05.;lt;Eimintas Geisvilė Gratas Gracija
12.05.;ee;Selma Selme
12.06.;lv;Nikolajs Niklāvs Niks Nikola
12.06.;lt;Norvydė Bilmantas Mikalojus
12.06.;ee;Klaus Laas Laus Nigul Nigulas Niilas Niilo Nikolai Nils
12.07.;lv;Antonija Anta Dzirkstīte
12.07.;lt;Ambraziejus Daugardas Tautė Jekaterina
12.07.;ee;Piine Sabiine
12.08.;lv;Gunārs Vladimirs Gunis
12.08.;lt;Guntilda Gedmintė Vaidginas Zenonas
12.08.;ee;Külli Küllike Külliki Külve Külvi
12.09.;lv;Tabita Sarmīte
12.09.;lt;Valerija Gedenė Vakaris Leokadija Delfina
12.09.;ee;Raid Raido Raidu Raigo Raigo Raik Raiko Rait
12.10.;lv;Guna Judīte
12.10.;lt;Eidimtas Ilma Eularija Loreta
12.10.;ee;Juta Juudit
